"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6J,C57BL/6J_SE,A/J,A/J_SE,ABF1,ABF1_SE,BAF1,BAF1_SE,AXB1,AXB1_SE,AXB2,AXB2_SE,AXB3,AXB3_SE,AXB4,AXB4_SE,AXB5,AXB5_SE,AXB6,AXB6_SE,AXB7,AXB7_SE,AXB8,AXB8_SE,AXB9,AXB9_SE,AXB10,AXB10_SE,AXB11,AXB11_SE,AXB12,AXB12_SE,AXB13/14,AXB13/14_SE,AXB15,AXB15_SE,AXB17,AXB17_SE,AXB18/19/20,AXB18/19/20_SE,AXB21,AXB21_SE,AXB23,AXB23_SE,AXB24,AXB24_SE,BXA1,BXA1_SE,BXA2,BXA2_SE,BXA4,BXA4_SE,BXA7,BXA7_SE,BXA8/17,BXA8/17_SE,BXA11,BXA11_SE,BXA12,BXA12_SE,BXA13,BXA13_SE,BXA14,BXA14_SE,BXA16,BXA16_SE,BXA18,BXA18_SE,BXA20,BXA20_SE,BXA22,BXA22_SE,BXA23,BXA23_SE,BXA24,BXA24_SE,BXA25,BXA25_SE,BXA26,BXA26_SE
51,https://genenetwork.org/show_trait?trait_id=ILM7160053&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM7160053,Gusb,"glucuronidase, beta; exon 9",exon 9,N/A,5,130.280209,"AI747421, FLJ39445, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, MPS7, asd, g",110006,N/A,Mm.3317,,,0.0,130.280209,130280209.0,16,38.069209,rs4174320,10.078058627907902,,8.316642863409859,8.567,0.247,8.169,0.095,x,x,x,x,8.346,,8.192,,x,x,8.202,,8.264,,8.514,0.092,x,x,8.103,,x,x,8.684,,x,x,8.124,,8.153,,8.244,0.255,x,x,8.193,0.152,x,x,8.43,,8.236,,8.256,,8.102,,8.623,0.14,8.229,,8.167,,8.641,,8.463,,8.204,,8.314,,8.877,,x,x,x,x,x,x,x,x,8.359,,8.033,,8.177,
52,https://genenetwork.org/show_trait?trait_id=ILMN_1255832&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_1255832,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.538391,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,3.13,50.0,24.538391,24.538441,6,49.655505,rs6155681,11.8227280680312,,8.020884623894325,8.2,0.02,8.037,0.019,x,x,x,x,8.104,0.057,8.012,0.025,x,x,7.992,0.023,7.981,0.016,7.985,0.009,x,x,8.042,0.022,x,x,8.006,0.022,x,x,7.967,0.036,8.003,0.008,8.057,0.013,x,x,8.06,0.018,x,x,8.011,0.027,7.978,0.028,8.082,0.025,8.021,0.067,7.977,0.017,x,x,7.946,0.033,7.998,0.04,7.992,0.041,8.002,0.048,8.019,0.015,8.022,0.048,x,x,x,x,x,x,x,x,8.016,0.038,8.033,0.032,x,x
53,https://genenetwork.org/show_trait?trait_id=ILMN_2756157&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2756157,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534634,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,2.94,50.0,24.534634,24.534684,10,127.297783,mCV23897761,12.980625404159701,,7.583384642234216,7.596,0.006,7.584,0.004,x,x,x,x,7.57,0.005,7.578,0.01,x,x,7.595,0.008,7.57,0.012,7.58,0.008,x,x,7.568,0.009,x,x,7.597,0.016,x,x,7.58,0.013,7.596,0.013,7.586,0.018,x,x,7.588,0.013,x,x,7.603,0.026,7.579,0.019,7.581,0.01,7.581,0.009,7.602,0.012,x,x,7.579,0.009,7.578,0.006,7.59,0.011,7.594,0.011,7.576,0.012,7.551,0.009,x,x,x,x,x,x,x,x,7.575,0.008,7.591,0.008,x,x
54,https://genenetwork.org/show_trait?trait_id=ILMN_2715466&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2715466,Irgq,"immunity-related GTPase family, Q; exon 4",exon 4,N/A,7,24.534379,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534379,24.534429,,,mCV24836796,10.6884734547654,,7.534807700377244,7.549,0.006,7.545,0.006,x,x,x,x,7.52,0.013,7.515,0.006,x,x,7.551,0.025,7.528,0.006,7.534,0.012,x,x,7.518,0.009,x,x,7.55,0.005,x,x,7.538,0.01,7.542,0.007,7.54,0.012,x,x,7.517,0.01,x,x,7.534,0.01,7.538,0.011,7.529,0.009,7.544,0.014,7.544,0.01,x,x,7.542,0.007,7.53,0.005,7.534,0.008,7.552,0.009,7.532,0.012,7.512,0.005,x,x,x,x,x,x,x,x,7.535,0.014,7.532,0.008,x,x
55,https://genenetwork.org/show_trait?trait_id=ILMN_1220700&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_1220700,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534619,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,2.63,50.0,24.534619,24.534669,10,127.297783,mCV23897761,10.943762055735002,,7.554423075455886,7.572,0.007,7.572,0.002,x,x,x,x,7.544,0.015,7.545,0.01,x,x,7.572,0.016,7.546,0.009,7.545,0.018,x,x,7.546,0.008,x,x,7.571,0.014,x,x,7.549,0.012,7.566,0.015,7.56,0.013,x,x,7.541,0.008,x,x,7.56,0.013,7.553,0.009,7.553,0.01,7.553,0.018,7.559,0.008,x,x,7.554,0.012,7.553,0.015,7.549,0.01,7.572,0.007,7.549,0.015,7.53,0.011,x,x,x,x,x,x,x,x,7.55,0.014,7.551,0.008,x,x
56,https://genenetwork.org/show_trait?trait_id=ILMN_1255832&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_1255832,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.538391,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,3.13,50.0,24.538391,24.538441,17,7.300009,rs3023673,9.37921822642146,0.69,10.061285734176636,10.322,0.18,10.384,0.118,x,x,x,x,10.137,0.768,9.914,0.443,x,x,10.279,0.418,9.888,0.377,10.305,0.161,x,x,10.13,0.313,x,x,10.603,0.386,x,x,9.896,0.346,10.14,,9.92,0.322,x,x,9.98,0.014,x,x,10.126,0.001,10.5,0.11,10.05,0.161,9.652,0.211,10.033,0.185,10.017,0.642,9.952,0.055,9.991,,10.003,0.293,10.012,0.383,10.124,0.166,10.144,0.005,x,x,x,x,x,x,x,x,10.496,0.044,9.369,,9.349,0.172
57,https://genenetwork.org/show_trait?trait_id=ILMN_2756157&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2756157,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534634,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,2.94,50.0,24.534634,24.534684,11,83.09701,rs13481126,11.150787746300098,0.338,7.644035662923541,7.65,0.115,7.542,0.082,x,x,x,x,7.81,0.403,7.98,0.119,x,x,7.406,0.026,7.47,0.078,7.408,0.19,x,x,7.699,0.243,x,x,7.746,0.152,x,x,7.544,0.144,7.493,,7.549,0.192,x,x,7.28,0.204,x,x,7.626,0.018,7.632,0.056,7.561,0.194,7.712,0.069,8.294,0.39,7.698,0.006,7.651,0.006,7.534,,7.693,0.416,7.575,0.064,7.681,0.267,7.566,0.142,x,x,x,x,x,x,x,x,7.942,0.168,7.45,,7.841,0.107
58,https://genenetwork.org/show_trait?trait_id=ILMN_2715466&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2715466,Irgq,"immunity-related GTPase family, Q; exon 4",exon 4,N/A,7,24.534379,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534379,24.534429,8,125.071559,rs3667780,11.924943422101201,0.467,6.938964281763349,6.818,0.061,6.881,0.084,x,x,x,x,6.904,0.054,7.023,0.001,x,x,6.953,0.072,6.927,0.03,7.134,0.134,x,x,6.964,0.001,x,x,7.076,0.048,x,x,7.027,0.068,6.935,,6.893,0.175,x,x,7.12,0.035,x,x,6.958,0.03,6.903,0.021,6.762,0.09,6.808,0.234,6.778,0.172,7.018,0.043,6.963,0.042,6.801,,6.924,0.055,6.906,0.144,7.046,0.02,6.864,0.093,x,x,x,x,x,x,x,x,6.947,0.1,6.833,,7.125,0.177
59,https://genenetwork.org/show_trait?trait_id=ILMN_1220700&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_1220700,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534619,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,2.63,50.0,24.534619,24.534669,11,24.511214,gnf11.023.736,13.072220780825399,0.259,7.47014285836901,7.542,0.119,7.435,0.102,x,x,x,x,7.506,0.28,7.942,0.177,x,x,7.29,0.19,7.227,0.102,7.421,0.093,x,x,7.554,0.276,x,x,7.722,0.018,x,x,7.248,0.078,7.687,,7.591,0.06,x,x,7.254,0.187,x,x,7.29,0.124,7.492,0.001,7.342,0.128,7.35,0.007,7.607,0.08,7.472,0.042,7.4,0.067,7.798,,7.602,0.269,7.508,0.052,7.362,0.002,7.46,0.268,x,x,x,x,x,x,x,x,7.536,0.058,7.134,,7.392,0.211
60,https://genenetwork.org/show_trait?trait_id=ILM4810239&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM4810239,Isl1,"ISL1 transcription factor, LIM/homeodomain (diabetes-associated); mid 3' UTR",mid 3' UTR,N/A,13,116.298629,"Isl-1, ISL1",16392,N/A,Mm.42242,-,5.0,50.0,116.298629,116.298679,9,10.57303,mCV25073238,9.707646626890629,,7.6303214345659525,7.761,0.099,7.54,0.018,x,x,x,x,7.608,,7.564,,x,x,7.551,,7.477,,7.636,0.107,x,x,7.592,,x,x,7.707,,x,x,7.468,,7.615,,8.174,0.2,x,x,7.544,0.091,x,x,7.797,,7.385,,7.508,,7.563,,7.6,0.166,7.664,,7.722,,7.925,,7.527,,7.734,,7.743,,7.552,,x,x,x,x,x,x,x,x,7.469,,7.72,,7.503,
61,https://genenetwork.org/show_trait?trait_id=1456950_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1456950_at,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); four of last six exons",four of last six exons,N/A,6,85.696716,"ALSS, ALMS, KIAA0328",236266,N/A,Mm.246967,+,1.7159090909999999,151.0,85.696716,85.696717,7,37.210172,D7Mit309,8.17163245620933,0.929,6.640995275406611,6.6282,0.039916,6.516,0.090324,x,x,x,x,x,x,6.5988,0.086649,x,x,x,x,6.728,0.053356,6.78,0.141702,x,x,6.7085,0.218496,x,x,6.477,0.097581,x,x,6.6088,0.059919,x,x,6.6683,0.103284,x,x,6.6857,0.062448,x,x,x,x,x,x,6.447,,6.923,0.038216,6.6605,0.143459,6.4502,0.057381,x,x,6.6703,0.20909,x,x,x,x,6.5923,0.03997,6.576,0.052168,x,x,x,x,x,x,x,x,6.7478,0.067192,6.63,,x,x
62,https://genenetwork.org/show_trait?trait_id=1456950_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1456950_at,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); four of last six exons",four of last six exons,N/A,6,85.696716,"ALSS, ALMS, KIAA0328",236266,N/A,Mm.246967,+,1.7159090909999999,151.0,85.696716,85.696717,9,111.560314,mCV22843303,8.96037797325667,0.705,6.776619071052188,6.931,0.011314,6.693,0.04515,x,x,x,x,x,x,6.965,0.216543,x,x,x,x,6.398,,6.824,0.176365,x,x,6.797,0.195161,x,x,6.828,0.060811,x,x,6.765,0.02192,x,x,6.866,0.009354,x,x,6.912,0.085216,x,x,x,x,x,x,6.587,,6.784,0.22981,6.662,0.086632,6.809,0.010464,x,x,6.728,0.372645,x,x,x,x,6.711,0.20125,6.768,0.260223,x,x,x,x,x,x,x,x,6.717,0.234052,6.926,,x,x
63,https://genenetwork.org/show_trait?trait_id=1420635_a_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1420635_a_at_A,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,12,106.289456,rs13481628,12.0768626490573,,9.58139283316476,9.8,0.143,9.375,0.084,x,x,x,x,9.391,0.114,9.597,0.148,x,x,9.417,0.103,9.188,0.077,9.233,0.193,x,x,9.676,0.066,x,x,9.821,0.193,x,x,9.512,0.296,9.445,0.273,9.624,0.708,x,x,9.803,0.059,x,x,9.521,0.158,9.676,0.081,9.915,,9.737,0.142,9.668,0.032,9.899,0.145,9.581,0.128,9.314,0.152,9.14,0.146,9.624,0.101,9.781,0.125,9.763,0.036,x,x,x,x,x,x,x,x,9.716,0.152,9.46,0.153,9.602,0.093
64,https://genenetwork.org/show_trait?trait_id=1420635_a_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1420635_a_at,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,14,14.284982,D14Mit147,12.432888205833,0.31,8.750300044105167,8.6555,0.102308,8.4633,0.047278,x,x,x,x,x,x,8.3335,0.076528,x,x,x,x,8.7548,0.134418,8.2857,0.277907,x,x,8.4475,0.303349,x,x,8.869,0.244659,x,x,8.947,0.131567,x,x,8.5263,0.080616,x,x,8.7768,0.069665,x,x,x,x,x,x,8.8,,8.7123,0.174362,8.7428,0.079809,8.8854,0.075722,x,x,8.829,0.189468,x,x,x,x,8.5953,0.12977,8.5743,0.069027,x,x,x,x,x,x,x,x,9.2407,0.034096,9.127,,x,x
65,https://genenetwork.org/show_trait?trait_id=1420635_a_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1420635_a_at,Tcirg1,"T-cell, immune regulator 1",,N/A,19,3.896107,"ATP6N1C, ATP6a3, Atp6i, OC-116, OPTB1, Stv1, TIRC7, Vph1, oc",27060,N/A,Mm.271689,-,11.65,233.0,3.896107,3.897068,17,33.11022,rs3672987,12.9839014835959,0.366,11.258095332554408,10.994,0.111016,11.589,0.096916,x,x,x,x,x,x,10.826,0.064358,x,x,x,x,11.046,,11.317,0.057866,x,x,10.963,0.519723,x,x,11.403,0.036062,x,x,11.072,0.135057,x,x,11.178,0.131676,x,x,11.331,0.092611,x,x,x,x,x,x,11.305,,11.404,0.070711,11.366,0.110493,11.122,0.01314,x,x,11.657,0.094045,x,x,x,x,11.285,0.168897,11.437,0.060421,x,x,x,x,x,x,x,x,11.51,0.153442,10.927,,x,x
66,https://genenetwork.org/show_trait?trait_id=1443678_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1443678_at,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); intron 10 (from EST AK140639)",intron 10 (from EST AK140639),N/A,6,85.634774,"ALSS, ALMS, KIAA0328, foz, aussie",236266,N/A,Mm.246967,+,1.456521739,67.0,85.634774,85.63484,X,9.335755,DXMit124,6.74780383268518,0.996,7.068066687810989,7.3145,0.11906,7.0127,0.09159,x,x,x,x,x,x,7.0218,0.082086,x,x,x,x,7.1838,0.119394,7.0197,0.110753,x,x,6.82,0.022627,x,x,6.867,0.209304,x,x,7.119,0.174765,x,x,6.9065,0.067994,x,x,7.1306,0.05403,x,x,x,x,x,x,6.948,,7.012,0.152095,7.026,0.064874,6.937,0.071994,x,x,7.2045,0.12223,x,x,x,x,6.9175,0.03232,7.085,0.103709,x,x,x,x,x,x,x,x,7.2745,0.093187,7.415,,x,x
67,https://genenetwork.org/show_trait?trait_id=1443678_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1443678_at,Alms1,"Alstrom syndrome 1 (pigmentary retinopathy, deafness, cardiomyopathy, obesity, diabetes); intron 10 (from EST AK140639)",intron 10 (from EST AK140639),N/A,6,85.634774,"ALSS, ALMS, KIAA0328, foz, aussie",236266,N/A,Mm.246967,+,1.456521739,67.0,85.634774,85.63484,16,32.96009,rs4170974,10.2759816891703,0.738,7.198952379680815,7.21,0.03677,7.286,0.18564,x,x,x,x,x,x,7.409,0.090036,x,x,x,x,7.071,,7.258,0.145338,x,x,7.15,0.069296,x,x,7.325,0.159099,x,x,7.231,0.115258,x,x,7.177,0.120146,x,x,7.073,0.034512,x,x,x,x,x,x,7.076,,7.184,0.191626,7.243,0.009908,7.142,0.078693,x,x,7.271,0.151321,x,x,x,x,7.267,0.150924,7.272,0.136724,x,x,x,x,x,x,x,x,7.211,0.087681,7.046,,x,x
68,https://genenetwork.org/show_trait?trait_id=ILM5900050&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM5900050,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.534619,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534619,24.534669,9,36.754647,rs13480141,9.31247584966834,,7.374785729816982,7.456,0.057,7.214,0.038,x,x,x,x,7.094,,7.457,,x,x,7.518,,7.35,,7.374,0.031,x,x,7.385,,x,x,7.474,,x,x,7.195,,7.511,,7.409,0.044,x,x,7.25,0.171,x,x,7.489,,7.255,,7.423,,7.224,,7.355,0.094,7.361,,7.473,,7.529,,7.265,,7.152,,7.554,,7.531,,x,x,x,x,x,x,x,x,7.306,,7.452,,7.438,
69,https://genenetwork.org/show_trait?trait_id=ILM2260047&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM2260047,Irgq,"immunity-related GTPase family, Q; 3' UTR",3' UTR,N/A,7,24.538391,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.538391,24.538441,6,49.929708,rs13478747,14.4275838422484,,8.609857218606132,8.257,0.157,8.651,0.273,x,x,x,x,8.796,,8.893,,x,x,8.396,,8.772,,8.482,0.04,x,x,8.859,,x,x,8.329,,x,x,8.667,,8.853,,8.55,0.416,x,x,8.739,0.081,x,x,8.738,,8.918,,8.67,,8.655,,8.27,0.084,8.628,,8.6,,8.501,,8.477,,8.416,,8.634,,8.55,,x,x,x,x,x,x,x,x,8.624,,8.729,,8.422,
70,https://genenetwork.org/show_trait?trait_id=ILM4200575&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM4200575,Irgq,"immunity-related GTPase family, Q; exon 4",exon 4,N/A,7,24.534379,"AF322649, FKSG27, IRGQ1, Irgq1",210146,N/A,Mm.41108,+,5.0,50.0,24.534379,24.534429,5,32.252069,rs3682333,17.3345653270551,,7.036821450505938,7.014,0.022,7.027,0.341,x,x,x,x,6.905,,6.91,,x,x,7.124,,6.967,,6.988,0.218,x,x,7.136,,x,x,6.788,,x,x,7.152,,6.993,,6.84,0.001,x,x,6.832,0.18,x,x,7.21,,7.224,,6.866,,6.913,,6.973,0.165,7.153,,7.194,,7.208,,7.102,,7.351,,6.974,,6.831,,x,x,x,x,x,x,x,x,7.103,,7.228,,7.025,
71,https://genenetwork.org/show_trait?trait_id=ILM105340193&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM105340193,Idd11,"insulin dependent diabetes susceptibility 11,  non-coding, (brain, testis, thymus-expressed; 3' region",3' region,N/A,4,129.963409,"AK005651, IDD11, Idd11, 1700003M07, 1700003M07Rik, T1D",110713,N/A,Mm.102193,+,5.0,50.0,129.963409,129.963459,4,149.023754,rs4224947,15.8038381152088,,7.042000004223415,7.209,0.101,7.031,0.026,x,x,x,x,7.231,,7.144,,x,x,7.098,,7.043,,7.033,0.274,x,x,7.036,,x,x,6.929,,x,x,7.187,,7.135,,6.858,0.277,x,x,7.042,0.084,x,x,6.933,,7.02,,7.183,,7.042,,7.111,0.147,7.053,,7.02,,6.948,,6.933,,7.065,,6.977,,6.935,,x,x,x,x,x,x,x,x,7.211,,6.916,,6.853,
72,https://genenetwork.org/show_trait?trait_id=1420284_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1420284_at_A,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,15,69.446226,rs13482635,11.4996885754179,,6.9177499668938776,6.698,0.089,6.864,0.124,x,x,x,x,6.92,0.128,6.887,0.097,x,x,6.911,0.133,7.126,0.175,6.951,0.168,x,x,6.846,0.068,x,x,6.796,0.085,x,x,6.835,0.078,6.964,0.217,6.995,0.059,x,x,6.848,0.068,x,x,7.315,0.324,7.27,0.343,6.692,,6.792,0.075,6.926,0.082,6.838,0.082,7.062,0.229,6.819,0.03,6.99,0.096,6.739,0.076,6.951,0.107,6.894,0.027,x,x,x,x,x,x,x,x,6.902,0.157,6.865,0.118,7.001,0.136
73,https://genenetwork.org/show_trait?trait_id=1420284_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1420284_at,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,17,85.885971,rs13483144,11.5785189016877,0.488,6.604585715702602,6.6753,0.067927,6.5507,0.096722,x,x,x,x,x,x,6.4773,0.069556,x,x,x,x,6.6325,0.030363,6.6287,0.005888,x,x,6.822,0.10748,x,x,6.4755,0.043134,x,x,6.5508,0.055955,x,x,6.6925,0.072771,x,x,6.5926,0.035984,x,x,x,x,x,x,6.493,,6.6523,0.112925,6.7043,0.158941,6.6846,0.074301,x,x,6.5835,0.043411,x,x,x,x,6.504,0.017963,6.5517,0.065216,x,x,x,x,x,x,x,x,6.582,0.054279,6.646,,x,x
74,https://genenetwork.org/show_trait?trait_id=1420284_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1420284_at,Bat4,HLA-B associated transcript 4 (immunity); last exon and 3' UTR,last exon and 3' UTR,N/A,17,35.124612,"NG5, G5, Bat4, Bat-4, D17H6S54E",81845,N/A,Mm.7405,+,0.0,169.0,35.124612,35.124814,1,180.250983,rs4222856,11.7518231141635,0.53,6.7912381035940985,6.773,0.003536,6.759,0.090019,x,x,x,x,x,x,6.86,0.055227,x,x,x,x,6.845,,6.994,0.048482,x,x,6.752,0.096874,x,x,6.978,0.113137,x,x,6.954,0.125158,x,x,6.737,0.076728,x,x,6.763,0.050443,x,x,x,x,x,x,6.747,,6.701,0.07566,6.713,0.052579,6.737,0.107195,x,x,6.776,0.088388,x,x,x,x,6.794,0.044308,6.735,0.09007,x,x,x,x,x,x,x,x,6.772,0.118087,6.718,,x,x
75,https://genenetwork.org/show_trait?trait_id=ILMN_1241903&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_1241903,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,2.63,50.0,55.529865,55.530031,19,44.19143,rs13483639,9.975693432823821,0.752,10.113607100078038,10.646,0.35,11.705,0.56,x,x,x,x,10.066,0.288,9.966,0.562,x,x,9.178,1.374,10.082,0.151,10.67,1.062,x,x,10.912,0.33,x,x,9.338,0.945,x,x,10.17,1.436,10.632,,11.038,0.725,x,x,8.596,2.04,x,x,10.226,0.767,11.084,0.412,10.568,0.546,9.949,0.081,9.227,1.037,10.433,0.222,9.902,0.303,9.639,,9.316,1.279,10.811,0.011,10.282,0.565,10.641,0.682,x,x,x,x,x,x,x,x,9.692,0.725,9.207,,9.205,1.399
76,https://genenetwork.org/show_trait?trait_id=ILMN_2999439&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2999439,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527575,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527575,55.527625,17,7.300009,rs3023673,9.769390936433451,0.761,11.325607095445905,11.295,0.367,12.133,0.339,x,x,x,x,11.018,1.497,10.792,0.704,x,x,11.472,1.179,10.778,0.812,11.2,0.993,x,x,11.982,0.037,x,x,10.983,0.048,x,x,10.396,0.907,11.638,,12.214,0.748,x,x,10.31,0.068,x,x,12.117,0.165,11.948,0.171,12.133,1.031,11.519,0.444,10.94,0.565,11.989,0.277,10.991,0.378,10.695,,10.922,0.782,12.126,0.513,11.518,0.282,11.908,0.353,x,x,x,x,x,x,x,x,11.202,0.152,9.847,,11.051,0.725
